customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,service_adoption_score,tenure_bins,gender_Female,gender_Male,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
8672-OAUPW,0,0,1,0.7569500268856267,1,0,-0.5633659545928605,0.03228151189306627,0,2,2,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
8207-DMRVL,0,1,1,1.6125732136881425,1,0,1.653771618157636,2.657350254917062,0,8,2,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
3419-SNJJD,1,1,0,1.3273654847539706,1,0,1.3446354948206103,1.9867444583798395,1,6,2,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
6543-CPZMK,0,1,1,-0.9542963467194051,0,1,-1.1583698909082112,-0.8977428427782921,1,1,1,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
4765-OXPPD,0,1,1,-0.9542963467194051,1,0,0.0067076491953105815,-0.7146498128026688,1,5,1,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
2804-ETQDK,0,0,1,1.368109446030281,1,0,-1.4708300585821945,-0.4084653241205423,0,1,2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
6689-VRRTK,1,0,0,0.4717422979514547,1,1,1.4958795121521657,1.1370163240833324,0,7,3,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
7138-GIRSH,0,0,0,0.7162060656093164,1,0,0.15628964435838757,0.5008231934210466,0,5,2,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False
9396-ZSFLL,0,0,0,-0.7098325790615434,1,0,-0.5301255112232879,-0.7287678295718735,0,2,3,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
6464-KEXXH,0,0,0,-0.9950403079957154,0,1,-1.3145999747452028,-0.9250965002686261,0,0,1,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
7134-MJPDY,1,0,0,1.368109446030281,1,1,1.2648584307336357,2.0705701829469922,0,6,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
5240-CAOYT,0,0,0,1.0014137945434884,1,1,0.7562796471791741,1.147604836660236,0,5,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
4059-IIEBK,0,0,0,-1.0357842692720256,1,1,0.4571156568530201,-0.776857324191977,0,3,1,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
4881-JVQOD,1,1,1,-0.9135523854430948,0,1,-1.005463851408177,-0.8474474080380003,0,1,1,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
0516-UXRMT,0,0,0,1.2051336009250397,1,1,0.9058616423422511,1.5318796055970259,0,5,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
4851-BQDNX,0,1,1,0.3087664528462136,1,1,0.6731785387552424,0.47302834790667486,0,3,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
5148-HKFIR,0,0,0,-0.506112772679992,1,0,-1.499084435446331,-0.828035134980344,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1009-IRMNA,0,0,0,-1.0357842692720256,1,0,-1.4891123024354593,-0.9467147134464707,1,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3003-CMDUU,0,1,0,-0.3023929662984406,1,1,1.0089070167879266,0.04948784483053448,0,4,3,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
5016-IBERQ,0,1,0,-0.38388088885106114,1,0,0.6465861840595843,-0.13889944143354047,0,4,3,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
6797-UCJHZ,1,1,0,1.368109446030281,1,0,1.323029206630388,2.001303663173082,0,6,2,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
2469-DTSGX,1,0,0,1.6125732136881425,1,0,1.5573743323858755,2.497199002191396,0,7,2,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
4554-YGZIH,1,1,0,0.6754621043330061,1,0,0.8393807556031058,0.9989244725595492,1,4,2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
5099-BAILX,1,1,1,0.4309983366751445,1,1,1.52745793335326,1.0606907959248197,1,7,3,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False
9931-KGHOA,0,1,0,0.5532302205040753,1,0,-0.32569678450041606,0.08390051070547089,0,3,3,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1775-KWJKQ,0,1,1,1.6125732136881425,1,0,0.8327326669291911,1.8879183409954066,0,8,2,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
7665-VIGUD,0,0,0,-0.9135523854430948,1,0,-1.477478147256109,-0.9295083805090025,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
9411-TPQQV,0,0,0,0.3087664528462136,0,1,-0.34065498401672384,-0.020661050991451275,0,4,3,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
7207-RMRDB,0,1,1,1.3273654847539706,1,1,1.3529456056630036,2.074540875163331,1,6,2,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
7954-MLBUN,0,0,0,-0.05792919864057891,1,0,1.151840923277089,0.3644960939934139,0,5,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
2077-DDHJK,0,1,0,1.4495973685829016,1,0,0.2028262650757895,1.1595169133092524,0,6,2,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
4913-EHYUI,1,1,1,0.9606698332671781,1,1,1.3213671844619093,1.5490859385344942,1,6,2,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
0195-IESCP,0,1,0,-0.9135523854430948,1,1,0.679826627429157,-0.6299417121874408,1,3,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
9574-BOSMD,0,1,1,1.4495973685829016,1,0,-1.3096139082397669,-0.29243287379864136,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
4580-TMHJU,0,1,1,0.4309983366751445,1,0,-0.28747027462540753,0.09537139933044969,1,2,3,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0970-ETWGE,0,0,0,-1.2802480369298874,1,1,0.8227605339183194,-0.9678917386002778,1,3,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4908-XAXAY,1,0,0,0.6754621043330061,1,1,0.8327326669291911,0.8842155863097612,0,4,2,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
8404-VLQFB,0,1,1,-0.7098325790615434,1,1,-1.3145999747452028,-0.8333293912687957,0,2,3,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1626-ERCMM,1,1,0,-0.506112772679992,1,1,0.9889627507661827,-0.16934141509213807,1,4,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
0887-HJGAR,0,0,0,-1.2802480369298874,1,1,-0.6348329078374417,-0.9873040116579342,1,1,1,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2391-IPLOP,0,1,1,0.7162060656093164,1,1,0.16127571086382367,0.5114117059979502,0,5,2,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
5644-PDMZC,1,0,0,-1.2395040756535771,1,0,0.8210985117498408,-0.9361262008695672,1,4,1,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
3509-GWQGF,1,0,0,-0.3431369275747509,1,0,0.1729098660431739,-0.24301981510642498,0,1,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
9576-ANLXO,0,0,0,-1.1987601143772668,1,1,0.1579516665268661,-0.9092137314032709,1,1,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2024-BASKD,0,0,0,-1.2802480369298874,1,1,0.325815905543208,-0.9745095589608425,1,2,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5845-BZZIB,0,1,1,0.10504664646466222,1,0,-1.485788258098502,-0.7181793169949701,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1140-UKVZG,0,0,0,-0.6283446565089229,1,0,-1.3295581742615106,-0.7975931613217463,0,2,3,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
4160-AMJTL,1,0,0,-0.9950403079957154,1,0,-1.5007464576148097,-0.9348026367974543,1,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
5183-SNMJQ,0,0,0,-0.9135523854430948,1,1,1.0072449946194475,-0.6255298319470642,0,4,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False
8100-PNJMH,0,1,1,1.4495973685829016,1,1,0.7994922235596185,1.6982074906592186,0,8,2,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
7838-LAZFO,0,1,0,0.512486259227765,1,0,0.4654257676954133,0.5797958497237853,0,6,3,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
4464-JCOLN,0,1,1,-1.2395040756535771,1,0,-1.494098368940895,-0.9917158918983107,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
2085-JVGAD,0,1,0,0.18653456901728277,1,0,-1.477478147256109,-0.6996494199853889,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
5650-VDUDS,0,0,0,-1.1580161531009565,0,1,-1.3478404181147754,-0.9648034224320142,1,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
8095-WANWK,0,0,0,-0.9135523854430948,1,0,-0.6497911073537496,-0.8183289984515157,0,1,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3030-ZKIWL,0,0,0,-1.2802480369298874,1,0,-1.4874502802669807,-0.9983337122588753,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
9565-FLVCG,0,1,1,1.3273654847539706,1,1,0.1579516665268661,0.9600999264442364,0,5,2,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
8755-OGKNA,0,1,1,1.0014137945434884,1,0,-1.5057325241202457,-0.49229104868769513,0,1,2,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
2800-VEQXM,0,0,0,-1.1987601143772668,1,1,0.33080197204864403,-0.9021547230186685,0,2,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
7538-GWHML,0,0,0,-1.2395040756535771,1,0,0.16127571086382367,-0.9431852092541696,1,1,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
5533-RJFTJ,0,0,0,0.6754621043330061,0,1,-1.150059780065818,-0.3661112738129283,0,1,2,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3859-CVCET,0,0,0,-1.1580161531009565,1,0,-0.6364949300059205,-0.9228905601484378,1,1,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0214-JHPFW,0,1,0,1.5310852911355222,0,0,-0.2326235430656127,0.7748009563484249,0,5,2,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
5642-MHDQT,0,1,1,0.8384379494382472,1,1,-1.494098368940895,-0.5487631157645139,0,1,2,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
3088-FVYWK,0,1,1,0.8384379494382472,1,0,-1.304627841734331,-0.4177302726253329,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
3276-HDUEG,0,0,0,-1.2802480369298874,1,1,0.3407741050595158,-0.9740683709368049,1,2,1,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
9092-GDZKO,0,0,0,-0.42462485012737144,1,1,-1.327896152093032,-0.7896517768890687,0,2,3,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0823-HSCDJ,1,0,0,0.797693988161937,0,1,-0.5201533782124163,0.11787198855636964,1,3,2,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
3729-OWRVL,1,0,0,1.3273654847539706,1,1,1.5141617560054308,2.1896909494371566,0,7,2,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2324-AALNO,0,0,0,0.6347181430566958,1,0,-1.3378682851039039,-0.47640827982233985,0,2,3,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0822-GAVAP,0,0,0,-1.2395040756535771,0,1,-1.000477784902741,-0.9798038152492943,1,1,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
5760-IFJOZ,0,0,0,-1.1987601143772668,1,0,1.4343846919184566,-0.8690656212158451,0,6,1,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
2826-UWHIS,0,1,0,0.512486259227765,1,0,0.5518509204563025,0.6583273180024863,0,3,3,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1448-PWKYE,0,1,1,-1.2802480369298874,1,0,0.5053142997389005,-0.9718624308166166,1,2,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
7501-IWUNG,0,1,1,1.1643896396487294,1,1,0.2992235508475499,1.0293664462181469,0,5,2,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
4957-TREIR,0,0,0,-1.1987601143772668,1,1,-0.013236616826432828,-0.9211258080522873,0,4,1,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
7251-LJBQN,1,0,0,0.3087664528462136,1,1,1.2947748297662514,0.8405379719300342,0,6,3,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
8040-MNRTF,0,0,0,-1.2802480369298874,1,0,0.20947435374970363,-0.9758331230329554,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1536-HBSWP,0,0,0,-1.2802480369298874,1,1,-0.4952230456852367,-0.9855392595617837,0,2,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
5313-FPXWG,0,0,0,0.7569500268856267,1,1,-1.336206262935425,-0.44861343430796813,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0067-DKWBL,1,0,0,-1.2395040756535771,1,1,-0.5168293338754589,-0.9670093625522025,1,2,1,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0946-FKYTX,0,0,0,0.797693988161937,0,0,-1.1533838244027754,-0.29110930972652843,0,1,2,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
5076-YVXCM,0,0,0,0.7569500268856267,1,0,0.6183318071954478,0.823331638992566,0,3,2,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
8262-COGGB,0,0,0,-1.2802480369298874,1,1,-1.4741541029191516,-0.9983337122588753,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
6663-JOCQO,0,1,1,-0.05792919864057891,1,1,0.3474221937334304,0.02698725560461452,0,6,3,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False
9620-QJREV,0,0,1,0.5939741817803856,1,0,-1.4708300585821945,-0.5602340043894927,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
2276-YDAVZ,0,0,0,-1.1987601143772668,1,1,0.3424361272279943,-0.8880367062494638,1,2,1,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2682-KEVRP,1,0,0,-0.42462485012737144,1,1,-1.4874502802669807,-0.8231820667159299,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
2480-JZOSN,0,1,0,-1.2802480369298874,1,1,-1.4675060142452372,-0.9983337122588753,0,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0078-XZMHT,0,1,0,1.6125732136881425,1,1,0.6765025830921999,1.7793860870821454,0,7,2,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
5896-NPFWW,0,1,1,-1.1987601143772668,1,1,-0.48691293484284354,-0.9330378847013038,1,2,1,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
9978-HYCIN,1,1,1,0.5939741817803856,1,1,0.6698544944182854,0.7655360078436344,0,3,3,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
8338-QIUNR,0,1,1,1.6125732136881425,1,1,0.05656831424966958,1.1153981109054878,0,5,2,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
1525-LNLOJ,0,1,1,1.368109446030281,1,1,-0.04980110453296304,0.8409791599540719,0,4,2,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
9450-TRJUU,0,0,0,0.10504664646466222,1,0,0.6100216963530546,0.24934601971958822,0,3,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
1766-GKNMI,0,0,0,-0.13941712119319946,1,1,0.6681924722498068,0.10287159573908967,0,3,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
6942-LBFDP,0,0,0,-1.2395040756535771,1,1,-1.4708300585821945,-0.992598267946386,0,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1456-TWCGB,0,0,0,-1.1580161531009565,1,0,-0.5168293338754589,-0.9153903637397979,0,2,1,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
7133-VBDCG,0,0,0,-0.3023929662984406,1,1,0.5003282332334644,-0.1181636043037711,1,3,3,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
7596-ZYWBB,0,0,0,1.3273654847539706,1,1,-0.17279074500038175,0.642444549137131,0,4,2,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True
8329-UTMVM,1,0,0,-0.22090504374582004,1,1,1.3246912287988668,0.3005238305079552,0,6,3,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
3014-WJKSM,0,1,0,-0.13941712119319946,1,1,0.3490842159019089,-0.008748974342434827,0,2,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3347-YJZZE,0,1,1,-0.13941712119319946,1,0,0.5086383440758576,-0.03169075159239243,0,6,3,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
1029-QFBEN,0,0,0,-1.2802480369298874,1,0,-1.504070501951767,-0.998774900282913,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
7929-DMBCV,0,1,0,-0.506112772679992,1,1,0.5385547431084732,-0.26463802828426963,0,3,3,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
9661-JALZV,0,0,0,1.0421577558197987,1,1,-1.3328822185984677,-0.33699286422644364,0,2,2,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
5433-KYGHE,0,0,1,-0.7505765403378537,1,1,0.7047569599563366,-0.49361461275980806,0,4,3,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
4312-KFRXN,0,1,0,1.6125732136881425,1,0,-1.3096139082397669,-0.2527259516352532,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
5575-TPIZQ,0,0,0,0.5532302205040753,1,1,0.8094643565704907,0.8656856893001801,0,4,3,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
0114-IGABW,0,1,0,1.5718292524118322,0,0,-0.2176653435493049,0.8215668868964154,0,5,2,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
9944-AEXBM,0,0,0,-0.01718523736426863,1,1,0.6931228047769863,0.16816742329666132,0,3,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
1853-ARAAQ,0,0,0,-0.26164900502213034,0,1,-0.4802648461689289,-0.443760366043554,0,3,3,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
6952-OMNWB,1,1,0,1.4495973685829016,1,1,0.5169484549182508,1.4586423936067767,0,3,2,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
